threshold	specificity	sensitivity	CtrlPCentile	CasePCentile	LRplus	LRminus	PPV
4.1931421345	0.237785268808293	0.912144702842377	23.7785268808293	8.78552971576227	1.19670306216236	0.369473254579337	0.00358799187951794
4.19401478400001	0.237795961793962	0.912144702842377	23.7795961793962	8.78552971576227	1.19671985074921	0.369456640452729	0.00358804203496684
4.19498	0.237801308286797	0.912144702842377	23.7801308286797	8.78552971576227	1.19672824521929	0.369448333949728	0.00358806711321712
4.19541	0.237961703071827	0.912144702842377	23.7961703071827	8.78552971576227	1.1969801340947	0.369199312425093	0.00358881962377189
4.19581	0.238261106670552	0.912144702842377	23.8261106670552	8.78552971576227	1.19745061047825	0.368735369298448	0.00359022515498894
4.19589	0.238282492641889	0.912144702842377	23.8282492641889	8.78552971576227	1.19748423008682	0.368702275117035	0.00359032559220444
4.19624	0.238290512381141	0.912144702842377	23.8290512381141	8.78552971576227	1.19749683792673	0.368689866330473	0.00359036325760905
4.1962741084	0.238325264584564	0.912144702842377	23.8325264584564	8.78552971576227	1.19755147496769	0.368636104572326	0.00359052648349488
4.1970126966	0.238335957570233	0.912144702842377	23.8335957570233	8.78552971576227	1.19756828736796	0.368619565647091	0.00359057670983022
4.1976605182	0.238346650555902	0.912144702842377	23.8346650555902	8.78552971576227	1.19758510024031	0.368603028205833	0.00359062693757077
4.197729444	0.23835734354157	0.912144702842377	23.835734354157	8.78552971576227	1.19760191358474	0.368586492248352	0.00359067716671658
4.19847	0.238360016787987	0.912144702842377	23.8360016787987	8.78552971576227	1.19760611699461	0.368582358490798	0.00359068972422262
4.1998433446	0.238376056266491	0.912144702842377	23.8376056266491	8.78552971576227	1.1976313380735	0.368557557892499	0.00359076507110336
4.2	0.238378729512908	0.912144702842377	23.8378729512908	8.78552971576227	1.19763554168992	0.368553424783924	0.00359077762922425
4.2003933002	0.240699107403021	0.912144702842377	24.0699107403021	8.78552971576227	1.20129544392163	0.365000510826655	0.00360171130753531
4.2004	0.240699107403021	0.912144702842377	24.0699107403021	8.78552971576227	1.20129544392163	0.365000510826655	0.00360171130753531
4.20048	0.240715146881524	0.912144702842377	24.0715146881524	8.78552971576227	1.20132082063285	0.364976189889968	0.00360178711768371
4.20082	0.240773958302702	0.912144702842377	24.0773958302702	8.78552971576227	1.20141387774742	0.364887040845051	0.00360206511553381
4.20122	0.241035936451586	0.912144702842377	24.1035936451586	8.78552971576227	1.2018285801014	0.364490450888717	0.00360330399111959
4.2013	0.241046629437255	0.912144702842377	24.1046629437255	8.78552971576227	1.20184551280936	0.364474281854631	0.00360335457557167
4.20162	0.241065342162175	0.912144702842377	24.1065342162175	8.78552971576227	1.20187514619644	0.364445989496568	0.00360344310178036
4.203141298	0.241078708394261	0.912144702842377	24.1078708394261	8.78552971576227	1.20189631379619	0.364425783358453	0.00360350633744974
4.2035311177	0.24108940137993	0.912144702842377	24.108940137993	8.78552971576227	1.20191324841283	0.364409620061119	0.00360355692758324
4.20498	0.241097421119181	0.912144702842377	24.1097421119181	8.78552971576227	1.2019259496885	0.364397498529001	0.00360359487111556
4.2051152197	0.241228410193623	0.912144702842377	24.1228410193623	8.78552971576227	1.20213344186376	0.364199627594052	0.00360421472860635
4.20541	0.241233756686458	0.912144702842377	24.1233756686458	8.78552971576227	1.20214191245387	0.364191555793795	0.00360424003344169
